FantasyPoints,Date,Name,Salary,Position,Home
4.7,20151116,Payne Cameron,3500,PG,A
4.2,20151116,Hill Solomon,3500,SG,A
3.0,20151116,Booker Devin,3500,SG,H
2.9,20151116,Stauskas Nik,4000,SG,H
2.5,20151116,Rozier Terry,3500,PG,A
2.0,20151116,Hunter R.J.,3500,SG,A
0.0,20151116,Smith Russ,3500,PG,H
0.0,20151116,Brooks Aaron,4000,PG,H
0.0,20151116,Frazier Tim,3500,PG,A
0.0,20151116,Pressey Phil,3600,PG,H
0.0,20151116,Stuckey Rodney,4700,SG,A
0.0,20151116,McCallum Ray,3500,PG,H
0.0,20151116,Hill George,6300,PG,A
0.0,20151116,Connaughton Pat,3500,SG,A
0.0,20151116,Price Ronnie,3500,PG,H
0.0,20151116,Beverley Patrick,3500,PG,H
0.0,20151116,Simmons Jonathon,3500,SG,H
0.0,20151116,Adams Jordan,3500,SG,H
0.0,20151116,Roberson Andre,3500,SG,A
0.0,20151116,Bryant Kobe,7200,SG,A
0.0,20151116,Jenkins John,3500,SG,A
0.0,20151116,Marshall Kendall,3900,PG,H
42.3,20151116,Leonard Kawhi,8400,SF,H
37.9,20151116,George Paul,9200,SF,A
36.7,20151116,Gibson Taj,4200,PF,H
33.8,20151116,Ariza Trevor,5600,SF,H
32.8,20151116,Ibaka Serge,7100,PF,A
31.6,20151116,Jones Terrence,5900,PF,H
31.5,20151116,Green Jeff,3800,SF,H
30.5,20151116,Parsons Chandler,5200,SF,A
30.1,20151116,Diaw Boris,3800,PF,H
30.0,20151116,Nowitzki Dirk,6500,PF,A
28.9,20151116,Noel Nerlens,7000,PF,H
27.8,20151116,Warren T.J.,3800,SF,H
26.1,20151116,Gasol Pau,8100,PF,H
26.0,20151116,Randolph Zach,7000,PF,H
23.4,20151116,Miles C.J.,4500,SF,A
22.9,20151116,Tucker P.J.,4100,SF,H
22.7,20151116,Sullinger Jared,5600,PF,A
22.6,20151116,Crowder Jae,5000,SF,A
21.6,20151116,Brewer Corey,3500,SF,H
21.3,20151116,Teletovic Mirza,3700,PF,H
20.3,20151116,Aminu Al-Farouq,5900,SF,A
19.2,20151116,Allen Lavoy,3600,PF,A
18.6,20151116,Thompson Hollis,3600,SF,H
18.3,20151116,Peace Metta World,3500,SF,A
17.6,20151116,Powell Dwight,4900,PF,A
16.7,20151116,Aldridge LaMarcus,8100,PF,H
15.6,20151116,Grant Jerami,4400,PF,H
14.8,20151116,West David,4200,PF,H
14.6,20151116,Green JaMychal,3500,PF,H
14.2,20151116,McDermott Doug,3700,SF,H
14.0,20151116,Turner Evan,5800,SF,A
14.0,20151116,Covington Robert,5800,SF,H
12.2,20151116,Mirotic Nikola,5600,SF,H
11.8,20151116,Bass Brandon,3800,PF,A
11.7,20151116,Vonleh Noah,3500,PF,A
11.3,20151116,Collison Nick,3600,PF,A
11.0,20151116,Randle Julius,5800,PF,A
9.4,20151116,Jerebko Jonas,3500,PF,A
9.4,20151116,Sampson JaKarr,3500,SF,H
9.1,20151116,Leuer Jon,3700,PF,H
8.4,20151116,Barnes Matt,3500,SF,H
6.7,20151116,McDaniels K.J.,3500,SF,H
6.6,20151116,Villanueva Charlie,3900,PF,A
6.2,20151116,Harkless Maurice,3500,SF,A
6.1,20151116,Nance Larry,3500,PF,A
5.8,20151116,Budinger Chase,3600,SF,A
5.2,20151116,Robinson III Glenn,3600,SF,A
5.1,20151116,Anderson Kyle,3800,SF,H
5.0,20151116,Butler Rasual,3500,SF,H
4.4,20151116,Harrell Montrezl,3500,PF,H
3.6,20151116,Lee David,4700,PF,A
2.8,20151116,Davis Ed,4700,PF,A
2.0,20151116,Alexander Cliff,3500,PF,A
2.0,20151116,Singler Kyle,3500,SF,A
0.0,20151116,Brown Anthony,3500,SF,A
0.0,20151116,Anderson Justin,3500,SF,A
0.0,20151116,Carter Vince,3500,SF,H
0.0,20151116,Weems Sonny,3500,SF,H
0.0,20151116,Portis Bobby,3500,PF,H
0.0,20151116,Bairstow Cameron,3500,PF,H
0.0,20151116,Morris Markieff,5500,PF,H
0.0,20151116,Ennis James,3500,SF,H
0.0,20151116,Jefferson Cory,3500,PF,H
0.0,20151116,Holmes Richaun,3700,PF,H
0.0,20151116,Turner Myles,3500,PF,A
0.0,20151116,Novak Steve,3500,SF,A
0.0,20151116,Huestis Josh,3500,SF,A
0.0,20151116,Kelly Ryan,3700,SF,A
0.0,20151116,Wood Christian,3700,PF,H
0.0,20151116,McGary Mitch,3500,PF,A
0.0,20151116,Motiejunas Donatas,6400,PF,H
0.0,20151116,Durant Kevin,10300,SF,A
0.0,20151116,Montero Luis,3500,SF,A
0.0,20151116,Martin Jarell,3500,PF,H
0.0,20151116,Young James,3500,SF,A
0.0,20151116,Dekker Sam,3500,SF,H
0.0,20151116,Dunleavy Mike,4200,SF,H
0.0,20151116,Mickey Jordan,3500,PF,A
0.0,20151116,Christmas Rakeem,3500,PF,A
-1.0,20151116,Evans Jeremy,3500,PF,A
35.7,20151116,Okafor Jahlil,6700,C,H
31.2,20151116,Gasol Marc,7500,C,H
27.9,20151116,Mahinmi Ian,4600,C,A
27.8,20151116,Duncan Tim,6900,C,H
25.9,20151116,Hibbert Roy,5400,C,A
25.7,20151116,Johnson Amir,5200,C,A
24.9,20151116,Hill Jordan,4700,C,A
24.9,20151116,Kanter Enes,6200,C,A
23.9,20151116,Adams Steven,4300,C,A
23.9,20151116,Howard Dwight,8200,C,H
23.2,20151116,Noah Joakim,4700,C,H
23.2,20151116,Len Alex,3700,C,H
20.9,20151116,Capela Clint,4500,C,H
20.5,20151116,Plumlee Mason,5500,C,A
19.2,20151116,Olynyk Kelly,3700,C,A
16.8,20151116,Chandler Tyson,5600,C,H
15.0,20151116,Zeller Tyler,3800,C,A
12.2,20151116,Pachulia Zaza,5800,C,A
8.3,20151116,Kaman Chris,3900,C,A
0.0,20151116,Black Tarik,3600,C,A
0.0,20151116,Marjanovic Boban,3500,C,H
0.0,20151116,Wright Brandan,3700,C,H
0.0,20151116,Mejri Salah,3500,C,A
0.0,20151116,Sacre Robert,3500,C,A
0.0,20151116,Felicio Cristiano,3500,C,H
0.0,20151116,Whittington Shayne,3500,C,A
0.0,20151116,Bonner Matt,3500,C,H
0.0,20151116,McGee JaVale,3700,C,A
0.0,20151116,Leonard Meyers,4400,C,A
49.9,20151117,Curry Stephen,11000,PG,H
45.2,20151117,Jackson Reggie,7600,PG,H
44.3,20151117,Walker Kemba,7000,PG,A
43.7,20151117,Lowry Kyle,8600,PG,A
41.0,20151117,DeRozan DeMar,7800,SG,A
36.9,20151117,Johnson Joe,6300,SG,H
34.7,20151117,Wall John,9200,PG,H
33.4,20151117,Barton Will,5000,SG,A
32.2,20151117,Gordon Eric,6000,SG,H
31.9,20151117,Dragic Goran,5600,PG,H
31.6,20151117,Mudiay Emmanuel,5900,PG,A
30.0,20151117,Joseph Cory,4300,PG,A
29.6,20151117,Jack Jarrett,6400,PG,H
29.6,20151117,Smith Ishmael,5400,PG,H
29.5,20151117,Williams Maurice,6100,PG,A
28.8,20151117,Nelson Jameer,4600,PG,A
28.3,20151117,LaVine Zach,5900,SG,A
27.3,20151117,Harris Gary,3700,SG,A
26.7,20151117,Bayless Jerryd,4300,PG,A
26.0,20151117,Schroder Dennis,4800,PG,A
25.5,20151117,Antetokounmpo Giannis,7000,SG,A
24.7,20151117,Thompson Klay,6500,SG,H
23.7,20151117,Lamb Jeremy,4600,SG,A
23.1,20151117,Afflalo Arron,4500,SG,H
22.7,20151117,Holiday Jrue,5600,PG,H
22.3,20151117,Galloway Langston,4700,SG,H
22.2,20151117,Smith J.R.,5000,SG,A
21.5,20151117,Korver Kyle,4800,SG,A
21.5,20151117,Lin Jeremy,4600,PG,A
21.3,20151117,Rubio Ricky,7400,PG,A
20.9,20151117,Larkin Shane,4100,PG,H
19.4,20151117,Temple Garrett,3500,PG,H
18.9,20151117,Caldwell-Pope Kentavious,5100,SG,H
18.9,20151117,Vasquez Greivis,4200,PG,A
18.4,20151117,Wade Dwyane,6900,SG,H
17.6,20151117,Neal Gary,3500,SG,H
17.4,20151117,Mack Shelvin,3500,PG,A
17.1,20151117,Calderon Jose,4400,PG,H
14.8,20151117,Martin Kevin,4700,SG,A
13.7,20151117,Barbosa Leandro,3600,SG,H
9.8,20151117,Foye Randy,3600,SG,A
9.8,20151117,Holiday Justin,3500,SG,A
9.5,20151117,Sessions Ramon,4100,PG,H
9.2,20151117,Carter-Williams Michael,7000,PG,A
8.9,20151117,Douglas Toney,3500,PG,H
8.7,20151117,Ellington Wayne,3500,SG,H
8.5,20151117,Dellavedova Matthew,4200,PG,A
8.3,20151117,Green Gerald,3600,SG,H
7.4,20151117,Ennis Tyler,3500,PG,A
7.0,20151117,Clark Ian,3500,SG,H
6.7,20151117,Dinwiddie Spencer,3700,PG,H
5.9,20151117,Johnson Tyler,4000,PG,H
4.0,20151117,Vaughn Rashad,3500,SG,A
4.0,20151117,Grant Jerian,3800,PG,H
2.0,20151117,Vujacic Sasha,3500,SG,H
0.0,20151117,Cunningham Jared,3500,SG,A
0.0,20151117,Fredette Jimmer,3500,SG,H
0.0,20151117,Hilliard Darrun,3500,SG,H
0.0,20151117,Hardaway Jr. Tim,3900,SG,A
0.0,20151117,Ross Terrence,3500,SG,A
0.0,20151117,Richardson Josh,3500,SG,H
0.0,20151117,Patterson Lamar,3500,SG,A
0.0,20151117,Harrison Aaron,3500,PG,A
0.0,20151117,Rush Brandon,3500,SG,H
0.0,20151117,Roberts Brian,3500,PG,A
0.0,20151117,Powell Norman,3500,SG,A
0.0,20151117,Miller Andre,3900,PG,A
0.0,20151117,Wright Delon,3500,PG,A
0.0,20151117,Beal Bradley,7300,SG,H
0.0,20151117,Blake Steve,3500,PG,H
0.0,20151117,Cole Norris,3500,PG,H
0.0,20151117,Daniels Troy,3500,SG,A
0.0,20151117,Udrih Beno,3500,PG,H
0.0,20151117,Sloan Donald,3500,PG,H
0.0,20151117,Brown Markel,3500,SG,H
0.0,20151117,Mayo O.J.,3800,SG,A
0.0,20151117,Harris Joe,3500,SG,A
0.0,20151117,Bazemore Kent,5100,SG,A
0.0,20151117,Livingston Shaun,3500,PG,H
0.0,20151117,Meeks Jodie,3600,SG,H
0.0,20151117,Teague Jeff,7200,PG,A
0.0,20151117,Anderson Alan,3500,SG,H
0.0,20151117,Jones Tyus,3500,PG,A
50.6,20151117,Gallinari Danilo,6600,SF,A
43.2,20151117,Porzingis Kristaps,5400,PF,H
41.7,20151117,Anthony Carmelo,9600,SF,H
37.7,20151117,James LeBron,10200,SF,A
37.2,20151117,Young Thaddeus,5800,PF,H
36.1,20151117,Wiggins Andrew,7000,SF,A
34.2,20151117,Anderson Ryan,5900,PF,H
33.4,20151117,Porter Otto,5500,SF,H
33.4,20151117,Carroll DeMarre,5800,SF,A
32.3,20151117,Love Kevin,7800,PF,A
32.2,20151117,Ilyasova Ersan,4200,PF,H
30.7,20151117,Deng Luol,5100,SF,H
28.3,20151117,Green Draymond,8000,PF,H
27.7,20151117,Millsap Paul,8300,PF,A
26.4,20151117,Dudley Jared,3500,SF,H
26.0,20151117,Cunningham Dante,3500,PF,H
24.0,20151117,Seraphin Kevin,3600,PF,H
22.3,20151117,Morris Marcus,6100,SF,H
20.4,20151117,Faried Kenneth,7000,PF,A
20.1,20151117,Iguodala Andre,4700,SF,H
19.7,20151117,Henson John,4000,PF,A
19.4,20151117,Bosh Chris,8200,PF,H
19.4,20151117,Babbitt Luke,3500,SF,H
19.0,20151117,Muhammad Shabazz,3500,SF,A
18.9,20151117,Sefolosha Thabo,3900,SF,A
18.7,20151117,Winslow Justise,3700,SF,H
18.2,20151117,Hilario Nene,4100,PF,H
17.4,20151117,Middleton Khris,5700,SF,A
16.8,20151117,Thompson Tristan,5300,PF,A
16.3,20151117,Humphries Kris,4000,PF,H
15.4,20151117,Garnett Kevin,3700,PF,A
14.8,20151117,Payne Adreian,3500,PF,A
14.8,20151117,Scott Mike,3500,SF,A
13.5,20151117,Zeller Cody,4100,PF,A
13.5,20151117,Kaminsky Frank,3500,PF,A
13.4,20151117,Hollis-Jefferson Rondae,3500,SF,H
13.3,20151117,Barnes Harrison,5300,SF,H
13.1,20151117,Jones James,3500,SF,A
12.7,20151117,Johnson Stanley,3900,SF,H
12.0,20151117,Scola Luis,4300,PF,A
10.2,20151117,Batum Nicolas,7200,SF,A
9.6,20151117,Oubre Kelly,3500,SF,H
9.1,20151117,Muscala Mike,3500,PF,A
8.8,20151117,Bjelica Nemanja,4400,SF,A
8.7,20151117,Williams Marvin,5200,PF,A
8.6,20151117,Papanikolaou Kostas,3500,SF,A
7.2,20151117,Gee Alonzo,3500,SF,H
6.8,20151117,Prince Tayshaun,3500,SF,A
6.0,20151117,Williams Derrick,3500,PF,H
5.5,20151117,Copeland Chris,3500,SF,A
5.4,20151117,Speights Marreese,3500,PF,H
5.4,20151117,Johnson James,3700,SF,A
5.1,20151117,Tolliver Anthony,3500,PF,H
4.8,20151117,Bogdanovic Bojan,4200,SF,H
4.4,20151117,Hickson J.J.,4400,PF,A
3.9,20151117,Davis Anthony,10900,PF,H
3.9,20151117,Patterson Patrick,3700,PF,A
2.8,20151117,Robinson Thomas,3800,PF,H
2.7,20151117,Amundson Louis,3500,PF,H
2.1,20151117,McRoberts Josh,3500,PF,H
1.7,20151117,Jefferson Richard,3500,SF,A
1.5,20151117,Bullock Reggie,3500,SF,H
0.0,20151117,Thomas Lance,3500,SF,H
0.0,20151117,Miller Mike,3500,SF,A
0.0,20151117,Lauvergne Joffrey,4000,PF,A
0.0,20151117,Rudez Damjan,3500,SF,A
0.0,20151117,Thompson Jason,4000,PF,H
0.0,20151117,Karasev Sergey,3500,SF,H
0.0,20151117,McAdoo James Michael,3500,PF,H
0.0,20151117,Hansbrough Tyler,3500,PF,A
0.0,20151117,Inglis Damien,3500,SF,A
0.0,20151117,Stoudemire Amare,3900,PF,H
0.0,20151117,Haslem Udonis,3500,PF,H
0.0,20151117,Bennett Anthony,3500,PF,A
0.0,20151117,Webster Martell,3500,SF,H
0.0,20151117,Hairston P.J.,3500,SF,A
0.0,20151117,Early Cleanthony,3500,SF,H
0.0,20151117,Chandler Wilson,6200,SF,A
0.0,20151117,Arthur Darrell,3500,PF,A
0.0,20151117,Pondexter Quincy,3900,SF,H
0.0,20151117,Stokes Jarnell,3500,PF,H
0.0,20151117,Parker Jabari,5600,PF,A
-1.0,20151117,Gooden Drew,3500,PF,H
54.8,20151117,Whiteside Hassan,8300,C,H
51.6,20151117,Drummond Andre,9800,C,H
44.5,20151117,Lopez Brook,8000,C,H
32.8,20151117,Towns Karl-Anthony,6800,C,A
31.0,20151117,Horford Al,7800,C,A
27.0,20151117,Jefferson Al,6800,C,A
26.7,20151117,Ezeli Festus,4100,C,H
25.2,20151117,Bogut Andrew,5200,C,H
23.3,20151117,Gortat Marcin,6000,C,H
22.7,20151117,Mozgov Timofey,4200,C,A
22.5,20151117,Hawes Spencer,3500,C,A
19.2,20151117,Valanciunas Jonas,6100,C,A
16.7,20151117,Dieng Gorgui,3900,C,A
15.0,20151117,Monroe Greg,8200,C,A
12.9,20151117,Lopez Robin,4500,C,H
6.4,20151117,Baynes Aron,3500,C,H
6.0,20151117,Ajinca Alexis,3500,C,H
5.6,20151117,Splitter Tiago,3500,C,A
5.5,20151117,O'Bryant Johnny,3700,C,A
5.5,20151117,Blair DeJuan,3500,C,H
4.4,20151117,Biyombo Bismack,3900,C,A
2.0,20151117,Plumlee Miles,3500,C,A
1.2,20151117,Jokic Nikola,3500,C,A
0.0,20151117,Bargnani Andrea,3500,C,H
0.0,20151117,Kaun Sasha,3500,C,A
0.0,20151117,Anthony Joel,3500,C,H
0.0,20151117,Varejao Anderson,3500,C,A
0.0,20151117,Asik Omer,3500,C,H
0.0,20151117,O'Quinn Kyle,3800,C,H
0.0,20151117,Tavares Walter,3500,C,A
0.0,20151117,Perkins Kendrick,3500,C,H
0.0,20151117,Nurkic Jusuf,4000,C,A
0.0,20151117,Andersen Chris,3500,C,H
0.0,20151117,Pekovic Nikola,4800,C,A
78.1,20151118,Harden James,9900,SG,H
65.8,20151118,Westbrook Russell,11500,PG,H
48.4,20151118,Payton Elfrid,6500,PG,H
43.2,20151118,Butler Jimmy,7800,SG,A
40.7,20151118,Bledsoe Eric,8400,SG,H
40.1,20151118,Jack Jarrett,6400,PG,A
39.4,20151118,Rubio Ricky,7400,PG,A
38.3,20151118,Fournier Evan,5700,SG,H
37.9,20151118,Parker Tony,4900,PG,H
36.9,20151118,Walker Kemba,7000,PG,H
36.4,20151118,Rondo Rajon,7600,PG,A
35.7,20151118,Bradley Avery,5500,SG,H
35.6,20151118,McCollum C.J.,6400,SG,A
34.6,20151118,Williams Deron,6200,PG,A
33.6,20151118,Lowry Kyle,8600,PG,A
32.9,20151118,Gordon Eric,6000,SG,A
32.4,20151118,Schroder Dennis,4800,PG,H
31.7,20151118,Mills Patty,3600,PG,H
31.2,20151118,Thomas Isaiah,7500,PG,H
29.6,20151118,Smith Ishmael,5400,PG,A
29.6,20151118,Knight Brandon,7600,PG,H
27.6,20151118,Lillard Damian,9200,PG,A
27.2,20151118,Hood Rodney,4600,SG,H
27.1,20151118,Ellis Monta,6700,SG,A
26.8,20151118,Lin Jeremy,4600,PG,H
26.6,20151118,DeRozan DeMar,7800,SG,A
26.4,20151118,Hinrich Kirk,3500,SG,A
25.3,20151118,Barton Will,5000,SG,A
25.3,20151118,Johnson Joe,6300,SG,A
24.9,20151118,Matthews Wes,4800,SG,A
24.0,20151118,Crabbe Allen,3500,SG,A
22.9,20151118,Harris Gary,3700,SG,A
22.7,20151118,McConnell T.J.,5100,PG,H
20.4,20151118,Felton Raymond,3500,PG,A
20.4,20151118,Burks Alec,5500,SG,H
20.3,20151118,Martin Kevin,4700,SG,A
20.1,20151118,Roberson Andre,3500,SG,H
19.3,20151118,Mack Shelvin,3500,PG,H
19.1,20151118,LaVine Zach,5900,SG,A
19.1,20151118,Pressey Phil,3500,PG,H
19.0,20151118,Patterson Lamar,3500,SG,H
19.0,20151118,Korver Kyle,4800,SG,H
18.9,20151118,Collison Darren,5500,PG,A
18.6,20151118,Green Danny,4200,SG,H
18.4,20151118,Larkin Shane,4100,PG,A
17.2,20151118,Burke Trey,5100,PG,H
17.1,20151118,Mudiay Emmanuel,5900,PG,A
16.7,20151118,Brooks Aaron,4000,PG,A
14.4,20151118,Nelson Jameer,4600,PG,A
14.3,20151118,Terry Jason,3500,PG,H
14.2,20151118,McLemore Ben,3600,SG,A
13.1,20151118,Lamb Jeremy,4600,SG,H
12.9,20151118,Harris Devin,4200,SG,A
12.7,20151118,Augustin D.J.,3500,PG,H
12.6,20151118,Joseph Cory,4300,PG,A
12.5,20151118,Hill Solomon,3500,SG,A
12.5,20151118,Napier Shabazz,3500,PG,H
12.1,20151118,Barea Jose,3700,PG,A
11.8,20151118,Waiters Dion,4700,SG,H
11.7,20151118,Stauskas Nik,4100,SG,H
11.7,20151118,Young Joseph,3500,SG,A
11.6,20151118,Belinelli Marco,3800,SG,A
11.4,20151118,Price Ronnie,3500,PG,H
11.4,20151118,Morrow Anthony,3500,SG,H
11.2,20151118,Booker Devin,3500,SG,H
11.1,20151118,Holiday Justin,3500,SG,H
11.0,20151118,Neto Raul,3500,PG,H
10.6,20151118,Oladipo Victor,7900,SG,H
10.5,20151118,Douglas Toney,3500,PG,A
9.3,20151118,Smart Marcus,5800,PG,H
9.0,20151118,Henderson Gerald,4000,SG,A
7.9,20151118,Ellington Wayne,3500,SG,A
7.7,20151118,Moore E'Twaun,3500,PG,A
6.9,20151118,Thornton Marcus,4500,SG,H
6.7,20151118,Frazier Tim,3500,PG,A
4.0,20151118,Canaan Isaiah,4300,PG,H
3.5,20151118,Lawson Ty,6000,PG,H
2.0,20151118,Powell Norman,3500,SG,A
1.2,20151118,Johnson Chris,3500,SG,H
1.2,20151118,Snell Tony,3500,SG,A
0.0,20151118,Goodwin Archie,3600,PG,H
0.0,20151118,Brown Markel,3500,SG,A
0.0,20151118,Hardaway Jr. Tim,3900,SG,H
0.0,20151118,Curry Seth,3500,SG,A
0.0,20151118,Ross Terrence,3500,SG,A
0.0,20151118,Holiday Jrue,5600,PG,A
0.0,20151118,Stuckey Rodney,4700,SG,A
0.0,20151118,Roberts Brian,3500,PG,H
0.0,20151118,Jenkins John,3600,SG,A
0.0,20151118,Payne Cameron,3500,PG,H
0.0,20151118,Hill George,6300,PG,A
0.0,20151118,Rozier Terry,3500,PG,H
0.0,20151118,Cole Norris,3500,PG,A
0.0,20151118,Connaughton Pat,3500,SG,A
0.0,20151118,Sloan Donald,3500,PG,A
0.0,20151118,Jones Tyus,3500,PG,A
0.0,20151118,Marble Devyn,3500,SG,H
0.0,20151118,Harrison Aaron,3500,PG,H
0.0,20151118,Simmons Jonathon,3500,SG,H
0.0,20151118,Miller Andre,3900,PG,A
0.0,20151118,McCallum Ray,3500,PG,H
0.0,20151118,Wright Delon,3500,PG,A
0.0,20151118,Hunter R.J.,3500,SG,H
0.0,20151118,Anderson James,3500,SG,A
0.0,20151118,Daniels Troy,3500,SG,H
0.0,20151118,Ginobili Manu,4900,SG,H
0.0,20151118,Bazemore Kent,5100,SG,H
0.0,20151118,Beverley Patrick,3500,PG,H
0.0,20151118,Rose Derrick,7000,PG,A
0.0,20151118,Watson C.J.,3600,PG,H
0.0,20151118,Teague Jeff,7200,PG,H
-0.5,20151118,Foye Randy,3600,SG,A
-1.0,20151118,Fredette Jimmer,3500,SG,A
57.1,20151118,George Paul,9200,SF,A
54.7,20151118,Millsap Paul,8300,PF,H
43.9,20151118,Anderson Ryan,5900,PF,A
40.1,20151118,Leonard Kawhi,8500,SF,H
40.1,20151118,Young Thaddeus,5800,PF,A
39.2,20151118,Batum Nicolas,7200,SF,H
37.9,20151118,Sullinger Jared,5900,PF,H
37.5,20151118,Wiggins Andrew,7000,SF,A
35.0,20151118,Aminu Al-Farouq,5600,SF,A
34.7,20151118,Favors Derrick,8300,PF,H
32.9,20151118,Nowitzki Dirk,6500,PF,A
31.1,20151118,Gasol Pau,7900,PF,A
30.9,20151118,Aldridge LaMarcus,7700,PF,H
30.8,20151118,Williams Marvin,5200,PF,H
29.9,20151118,Faried Kenneth,7000,PF,A
29.6,20151118,Ariza Trevor,5900,SF,H
29.5,20151118,Scola Luis,4300,PF,A
29.4,20151118,Miles C.J.,4600,SF,A
28.7,20151118,Budinger Chase,3500,SF,A
28.4,20151118,Tucker P.J.,4200,SF,H
28.2,20151118,Harris Tobias,6800,SF,H
27.9,20151118,Hayward Gordon,6500,SF,H
27.7,20151118,Gay Rudy,7600,SF,A
25.7,20151118,Crowder Jae,5100,SF,H
25.1,20151118,Gallinari Danilo,6600,SF,A
23.5,20151118,Mirotic Nikola,5400,SF,A
23.3,20151118,Grant Jerami,4300,PF,H
23.2,20151118,Cunningham Dante,3500,PF,A
20.2,20151118,Allen Lavoy,3700,PF,A
19.8,20151118,Thompson Hollis,3700,SF,H
19.8,20151118,Brewer Corey,3600,SF,H
19.2,20151118,Carroll DeMarre,5800,SF,A
18.5,20151118,Smith Jason,3500,PF,H
18.1,20151118,Kaminsky Frank,3500,PF,H
17.9,20151118,Hickson J.J.,4400,PF,A
17.5,20151118,Covington Robert,5600,SF,H
17.1,20151118,Harkless Maurice,3500,SF,A
16.7,20151118,Powell Dwight,4600,PF,A
16.5,20151118,Morris Markieff,5500,PF,H
16.5,20151118,Ibaka Serge,7200,PF,H
16.4,20151118,Nicholson Andrew,3500,PF,H
16.0,20151118,McDermott Doug,3700,SF,A
15.7,20151118,Lee David,4200,PF,H
15.6,20151118,Robinson III Glenn,3500,SF,A
15.1,20151118,Butler Rasual,3500,SF,H
14.7,20151118,Babbitt Luke,3500,SF,A
14.4,20151118,Jones Terrence,5900,PF,H
14.0,20151118,Arthur Darrell,3500,PF,A
13.8,20151118,Casspi Omri,4200,SF,A
13.6,20151118,West David,4000,PF,H
13.4,20151118,Gordon Aaron,4100,PF,H
13.4,20151118,Gibson Taj,4500,PF,A
13.2,20151118,Gee Alonzo,3500,SF,A
13.1,20151118,Turner Evan,5400,SF,H
12.6,20151118,Collison Nick,3500,PF,H
12.6,20151118,Sefolosha Thabo,3900,SF,H
12.4,20151118,Parsons Chandler,5300,SF,A
12.1,20151118,Wood Christian,3800,PF,H
12.0,20151118,Booker Trevor,3800,PF,H
11.1,20151118,Teletovic Mirza,3600,PF,H
10.3,20151118,Bogdanovic Bojan,4200,SF,A
10.2,20151118,Vonleh Noah,3500,PF,A
9.9,20151118,Hollis-Jefferson Rondae,3500,SF,A
9.4,20151118,Singler Kyle,3500,SF,H
9.3,20151118,Bjelica Nemanja,4400,SF,A
9.1,20151118,Prince Tayshaun,3500,SF,A
8.6,20151118,Sampson JaKarr,3500,SF,H
8.0,20151118,Zeller Cody,4100,PF,H
7.4,20151118,Hezonja Mario,3500,SF,H
7.0,20151118,Patterson Patrick,3700,PF,A
6.9,20151118,Diaw Boris,4100,PF,H
6.7,20151118,Johnson James,3700,SF,A
6.6,20151118,Davis Ed,4400,PF,A
6.5,20151118,Payne Adreian,3500,PF,A
6.4,20151118,Muhammad Shabazz,3500,SF,A
6.0,20151118,Muscala Mike,3500,PF,H
5.4,20151118,Leuer Jon,3600,PF,H
5.4,20151118,Robinson Thomas,3800,PF,A
4.4,20151118,Ingles Joe,3500,SF,H
3.7,20151118,Acy Quincy,3500,PF,A
3.6,20151118,Noel Nerlens,7200,PF,H
3.5,20151118,Anderson Kyle,3500,SF,H
2.4,20151118,Jerebko Jonas,3500,PF,H
2.0,20151118,Harrell Montrezl,3500,PF,H
2.0,20151118,Alexander Cliff,3500,PF,A
1.2,20151118,Frye Channing,3800,PF,H
0.0,20151118,Papanikolaou Kostas,3500,SF,A
0.0,20151118,Rudez Damjan,3500,SF,A
0.0,20151118,Butler Caron,3500,SF,A
0.0,20151118,Karasev Sergey,3500,SF,A
0.0,20151118,Portis Bobby,3500,PF,A
0.0,20151118,Hansbrough Tyler,3500,PF,H
0.0,20151118,Warren T.J.,4000,SF,H
0.0,20151118,Jefferson Cory,3500,PF,H
0.0,20151118,Anderson Justin,3500,SF,A
0.0,20151118,Turner Myles,3500,PF,A
0.0,20151118,Millsap Elijah,3500,SF,H
0.0,20151118,Novak Steve,3500,SF,H
0.0,20151118,McDaniels K.J.,3500,SF,H
0.0,20151118,Scott Mike,3500,SF,H
0.0,20151118,Lyles Trey,3500,PF,H
0.0,20151118,Bennett Anthony,3500,PF,A
0.0,20151118,McGary Mitch,3500,PF,H
0.0,20151118,Bairstow Cameron,3500,PF,A
0.0,20151118,Davis Anthony,10900,PF,A
0.0,20151118,Miller Mike,3500,SF,A
0.0,20151118,Holmes Richaun,3700,PF,H
0.0,20151118,Lauvergne Joffrey,4000,PF,A
0.0,20151118,Weems Sonny,3500,SF,H
0.0,20151118,Durant Kevin,10300,SF,H
0.0,20151118,Hairston P.J.,3500,SF,H
0.0,20151118,Montero Luis,3500,SF,A
0.0,20151118,Dekker Sam,3500,SF,H
0.0,20151118,Dunleavy Mike,4200,SF,A
0.0,20151118,Pondexter Quincy,3900,SF,A
0.0,20151118,Mickey Jordan,3500,PF,H
0.0,20151118,Villanueva Charlie,3500,PF,A
0.0,20151118,Garnett Kevin,3700,PF,A
0.0,20151118,Christmas Rakeem,3500,PF,A
0.0,20151118,Motiejunas Donatas,6400,PF,H
0.0,20151118,Moreland Eric,3500,PF,A
0.0,20151118,Chandler Wilson,6200,SF,A
0.0,20151118,Dukan Duje,3500,PF,A
0.0,20151118,Caboclo Bruno,3500,SF,A
0.0,20151118,Young James,3500,SF,H
0.0,20151118,Huestis Josh,3500,SF,H
-1.0,20151118,Evans Jeremy,3500,PF,A
